"Time","FiringRate (200) GanglionGainControl","FiringRate (201) GanglionGainControl","FiringRate (202) GanglionGainControl","FiringRate (203) GanglionGainControl","FiringRate (204) GanglionGainControl","FiringRate (205) GanglionGainControl","FiringRate (206) GanglionGainControl","FiringRate (207) GanglionGainControl","FiringRate (208) GanglionGainControl","FiringRate (209) GanglionGainControl","FiringRate (210) GanglionGainControl","FiringRate (211) GanglionGainControl","FiringRate (212) GanglionGainControl","FiringRate (213) GanglionGainControl","FiringRate (214) GanglionGainControl","FiringRate (215) GanglionGainControl","FiringRate (216) GanglionGainControl","FiringRate (217) GanglionGainControl","FiringRate (218) GanglionGainControl","FiringRate (219) GanglionGainControl","FiringRate (220) GanglionGainControl","FiringRate (221) GanglionGainControl","FiringRate (222) GanglionGainControl","FiringRate (223) GanglionGainControl","FiringRate (224) GanglionGainControl","FiringRate (225) GanglionGainControl","FiringRate (226) GanglionGainControl","FiringRate (227) GanglionGainControl","FiringRate (228) GanglionGainControl","FiringRate (229) GanglionGainControl","FiringRate (230) GanglionGainControl","FiringRate (231) GanglionGainControl","FiringRate (232) GanglionGainControl","FiringRate (233) GanglionGainControl","FiringRate (234) GanglionGainControl","FiringRate (235) GanglionGainControl","FiringRate (236) GanglionGainControl","FiringRate (237) GanglionGainControl","FiringRate (238) GanglionGainControl","FiringRate (239) GanglionGainControl","FiringRate (240) GanglionGainControl","FiringRate (241) GanglionGainControl","FiringRate (242) GanglionGainControl","FiringRate (243) GanglionGainControl","FiringRate (244) GanglionGainControl","FiringRate (245) GanglionGainControl","FiringRate (246) GanglionGainControl","FiringRate (247) GanglionGainControl","FiringRate (248) GanglionGainControl","FiringRate (249) GanglionGainControl","FiringRate (250) GanglionGainControl","FiringRate (251) GanglionGainControl","FiringRate (252) GanglionGainControl","FiringRate (253) GanglionGainControl","FiringRate (254) GanglionGainControl","FiringRate (255) GanglionGainControl","FiringRate (256) GanglionGainControl","FiringRate (257) GanglionGainControl","FiringRate (258) GanglionGainControl","FiringRate (259) GanglionGainControl","FiringRate (260) GanglionGainControl","FiringRate (261) GanglionGainControl","FiringRate (262) GanglionGainControl","FiringRate (263) GanglionGainControl","FiringRate (264) GanglionGainControl","FiringRate (265) GanglionGainControl","FiringRate (266) GanglionGainControl","FiringRate (267) GanglionGainControl","FiringRate (268) GanglionGainControl","FiringRate (269) GanglionGainControl","FiringRate (270) GanglionGainControl","FiringRate (271) GanglionGainControl","FiringRate (272) GanglionGainControl","FiringRate (273) GanglionGainControl","FiringRate (274) GanglionGainControl","FiringRate (275) GanglionGainControl","FiringRate (276) GanglionGainControl","FiringRate (277) GanglionGainControl","FiringRate (278) GanglionGainControl","FiringRate (279) GanglionGainControl","FiringRate (280) GanglionGainControl","FiringRate (281) GanglionGainControl","FiringRate (282) GanglionGainControl","FiringRate (283) GanglionGainControl","FiringRate (284) GanglionGainControl","FiringRate (285) GanglionGainControl","FiringRate (286) GanglionGainControl","FiringRate (287) GanglionGainControl","FiringRate (288) GanglionGainControl","FiringRate (289) GanglionGainControl","FiringRate (290) GanglionGainControl","FiringRate (291) GanglionGainControl","FiringRate (292) GanglionGainControl","FiringRate (293) GanglionGainControl","FiringRate (294) GanglionGainControl","FiringRate (295) GanglionGainControl","FiringRate (296) GanglionGainControl","FiringRate (297) GanglionGainControl","FiringRate (298) GanglionGainControl","FiringRate (299) GanglionGainControl"
0.842,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,1.37325e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,4.66117e-06,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,2.94028e-05,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.000155404,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00110017,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.00589226,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.0415042,0.215695,0.215695,0.215695,0.215695,0.215695,0.215695,0.215695,0.215695,0.215695,0.215695,1.30461,1.30461,1.30461,1.30461,1.30461,1.30461,1.30461,1.30461,1.30461,1.30461,4.24327,4.24327,4.24327,4.24327,4.24327,4.24327,4.24327,4.24327,4.24327,4.24327
0.843,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,1.30627e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,4.43384e-06,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,2.79688e-05,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.000147825,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00104652,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.00560489,0.03948,0.03948,0.03948,0.03948,0.03948,0.03948,0.03948,0.03948,0.03948,0.03948,0.205175,0.205175,0.205175,0.205175,0.205175,0.205175,0.205175,0.205175,0.205175,0.205176,1.24098,1.24098,1.24098,1.24098,1.24098,1.24098,1.24098,1.24098,1.24098,1.24098,4.06636,4.06636,4.06636,4.06636,4.06636,4.06636,4.06636,4.06636,4.06636,4.06636
0.844,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,1.24256e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,4.2176e-06,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,2.66047e-05,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000140615,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.000995479,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.00533154,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.0375546,0.195169,0.195169,0.195169,0.195169,0.195169,0.195169,0.195169,0.195169,0.195169,0.195169,1.18046,1.18046,1.18046,1.18046,1.18046,1.18046,1.18046,1.18046,1.18046,1.18046,3.89032,3.89032,3.89032,3.89032,3.89032,3.89032,3.89032,3.89032,3.89032,3.89032
0.845,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,1.18196e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,4.01191e-06,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,2.53072e-05,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000133757,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.000946929,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.00507151,0.035723,0.035723,0.035723,0.035723,0.035723,0.035723,0.035723,0.035723,0.035723,0.035723,0.18565,0.18565,0.18565,0.18565,0.18565,0.18565,0.18565,0.18565,0.18565,0.18565,1.12289,1.12289,1.12289,1.12289,1.12289,1.12289,1.12289,1.12289,1.12289,1.12289,3.71515,3.71515,3.71515,3.71515,3.71515,3.71515,3.71515,3.71515,3.71515,3.71515
0.846,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,1.12432e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,3.81624e-06,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,2.4073e-05,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000127234,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.000900747,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.00482417,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.0339808,0.176596,0.176596,0.176596,0.176596,0.176596,0.176596,0.176596,0.176596,0.176596,0.176596,1.06812,1.06812,1.06812,1.06812,1.06812,1.06812,1.06812,1.06812,1.06812,1.06812,3.54084,3.54084,3.54084,3.54084,3.54084,3.54084,3.54084,3.54084,3.54084,3.54084
0.847,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,1.06948e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,3.63012e-06,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,2.28989e-05,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000121029,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.000856817,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0045889,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.0323235,0.167983,0.167983,0.167983,0.167983,0.167983,0.167983,0.167983,0.167983,0.167983,0.167984,1.01603,1.01603,1.01603,1.01603,1.01603,1.01603,1.01603,1.01603,1.01603,1.01603,3.36815,3.36815,3.36815,3.36815,3.36815,3.36815,3.36815,3.36815,3.36815,3.36815
0.848,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,1.01733e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,3.45308e-06,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,2.17821e-05,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000115126,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.000815029,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.00436509,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.0307471,0.159791,0.159791,0.159791,0.159791,0.159791,0.159791,0.159791,0.159791,0.159791,0.159791,0.966479,0.966479,0.966479,0.966479,0.966479,0.966479,0.966479,0.966479,0.966479,0.966479,3.20388,3.20388,3.20388,3.20388,3.20388,3.20388,3.20388,3.20388,3.20388,3.20388
0.849,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,9.6771e-07,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,3.28467e-06,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,2.07198e-05,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.000109511,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.00077528,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0041522,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.0292475,0.151998,0.151998,0.151998,0.151998,0.151998,0.151998,0.151998,0.151998,0.151998,0.151998,0.919343,0.919343,0.919343,0.919343,0.919343,0.919343,0.919343,0.919343,0.919343,0.919343,3.04763,3.04763,3.04763,3.04763,3.04763,3.04763,3.04763,3.04763,3.04763,3.04763
0.85,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,9.20514e-07,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,3.12448e-06,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,1.97093e-05,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.00010417,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.000737469,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0039497,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.0278211,0.144585,0.144585,0.144585,0.144585,0.144585,0.144585,0.144585,0.144585,0.144585,0.144585,0.874506,0.874506,0.874506,0.874506,0.874506,0.874506,0.874506,0.874506,0.874506,0.874506,2.89899,2.89899,2.89899,2.89899,2.89899,2.89899,2.89899,2.89899,2.89899,2.89899
0.851,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,8.7562e-07,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,2.97209e-06,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,1.8748e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,9.90898e-05,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.000701502,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.00375707,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.0264643,0.137533,0.137533,0.137533,0.137533,0.137533,0.137533,0.137533,0.137533,0.137533,0.137533,0.831856,0.831856,0.831856,0.831856,0.831856,0.831856,0.831856,0.831856,0.831856,0.831856,2.75761,2.75761,2.75761,2.75761,2.75761,2.75761,2.75761,2.75761,2.75761,2.75761
0.852,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32915e-07,8.32916e-07,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,2.82714e-06,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,1.78337e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,9.42571e-05,0.000667289,0.000667289,0.000667289,0.000667289,0.000667289,0.000667289,0.000667289,0.000667289,0.00066729,0.00066729,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.00357384,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.0251736,0.130826,0.130826,0.130826,0.130826,0.130826,0.130826,0.130826,0.130826,0.130826,0.130826,0.791286,0.791286,0.791286,0.791286,0.791286,0.791286,0.791286,0.791286,0.791286,0.791286,2.62312,2.62312,2.62312,2.62312,2.62312,2.62312,2.62312,2.62312,2.62312,2.62312
0.853,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,7.92294e-07,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,2.68926e-06,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,1.69639e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,8.96601e-05,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.000634745,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.00339954,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.0239459,0.124445,0.124445,0.124445,0.124445,0.124445,0.124445,0.124445,0.124445,0.124445,0.124445,0.752694,0.752694,0.752694,0.752694,0.752694,0.752694,0.752694,0.752694,0.752694,0.752694,2.49518,2.49518,2.49518,2.49518,2.49518,2.49518,2.49518,2.49518,2.49518,2.49519
0.854,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,7.53653e-07,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,2.5581e-06,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,1.61366e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52873e-05,8.52874e-05,0.000603789,0.000603788,0.000603788,0.000603788,0.000603788,0.000603788,0.000603788,0.000603788,0.000603789,0.000603789,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.00323374,0.022778,0.022778,0.022778,0.022778,0.022778,0.022778,0.022778,0.022778,0.022778,0.022778,0.118376,0.118376,0.118376,0.118376,0.118376,0.118376,0.118376,0.118376,0.118376,0.118376,0.715985,0.715985,0.715985,0.715985,0.715985,0.715985,0.715985,0.715985,0.715985,0.715985,2.37349,2.37349,2.37349,2.37349,2.37349,2.37349,2.37349,2.37349,2.37349,2.37349
0.855,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,7.16897e-07,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,2.43334e-06,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,1.53496e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,8.11278e-05,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.000574341,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.00307603,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.0216671,0.112603,0.112603,0.112603,0.112603,0.112603,0.112603,0.112603,0.112603,0.112603,0.112603,0.681066,0.681066,0.681066,0.681066,0.681066,0.681066,0.681066,0.681066,0.681066,0.681066,2.25774,2.25774,2.25774,2.25774,2.25774,2.25774,2.25774,2.25774,2.25774,2.25774
0.856,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81933e-07,6.81934e-07,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,2.31467e-06,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,1.4601e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,7.71712e-05,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00054633,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.00292601,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.0206104,0.107111,0.107111,0.107111,0.107111,0.107111,0.107111,0.107111,0.107111,0.107111,0.107111,0.64785,0.64785,0.64785,0.64785,0.64785,0.64785,0.64785,0.64785,0.64785,0.64785,2.14763,2.14763,2.14763,2.14763,2.14763,2.14763,2.14763,2.14763,2.14763,2.14763
0.857,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,6.48675e-07,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,2.20178e-06,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,1.38889e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,7.34075e-05,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.000519686,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.00278331,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.0196052,0.101887,0.101887,0.101887,0.101887,0.101887,0.101887,0.101887,0.101887,0.101887,0.101887,0.616254,0.616254,0.616254,0.616254,0.616254,0.616254,0.616254,0.616254,0.616254,0.616254,2.04288,2.04288,2.04288,2.04288,2.04288,2.04288,2.04288,2.04288,2.04288,2.04288
0.858,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,6.17039e-07,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,2.0944e-06,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,1.32115e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,6.98274e-05,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00049434,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.00264756,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.0186491,0.096918,0.096918,0.096918,0.096918,0.096918,0.096918,0.096918,0.096918,0.096918,0.0969181,0.586199,0.586199,0.586199,0.586199,0.586199,0.586199,0.586199,0.586199,0.586199,0.586199,1.94325,1.94325,1.94325,1.94325,1.94325,1.94325,1.94325,1.94325,1.94325,1.94325
0.859,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,5.86946e-07,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.99225e-06,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,1.25672e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,6.64219e-05,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.000470231,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.00251844,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0177395,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.0921913,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,0.55761,1.84848,1.84848,1.84848,1.84848,1.84848,1.84848,1.84848,1.84848,1.84848,1.84848
0.86,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,5.5832e-07,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.89509e-06,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,1.19543e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,6.31824e-05,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.000447298,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.00239561,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0168744,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.0876951,0.530415,0.530415,0.530415,0.530415,0.530415,0.530415,0.530415,0.530415,0.530415,0.530415,1.75833,1.75833,1.75833,1.75833,1.75833,1.75833,1.75833,1.75833,1.75833,1.75833
