"Time","FiringRate (200) GanglionGainControl","FiringRate (201) GanglionGainControl","FiringRate (202) GanglionGainControl","FiringRate (203) GanglionGainControl","FiringRate (204) GanglionGainControl","FiringRate (205) GanglionGainControl","FiringRate (206) GanglionGainControl","FiringRate (207) GanglionGainControl","FiringRate (208) GanglionGainControl","FiringRate (209) GanglionGainControl","FiringRate (210) GanglionGainControl","FiringRate (211) GanglionGainControl","FiringRate (212) GanglionGainControl","FiringRate (213) GanglionGainControl","FiringRate (214) GanglionGainControl","FiringRate (215) GanglionGainControl","FiringRate (216) GanglionGainControl","FiringRate (217) GanglionGainControl","FiringRate (218) GanglionGainControl","FiringRate (219) GanglionGainControl","FiringRate (220) GanglionGainControl","FiringRate (221) GanglionGainControl","FiringRate (222) GanglionGainControl","FiringRate (223) GanglionGainControl","FiringRate (224) GanglionGainControl","FiringRate (225) GanglionGainControl","FiringRate (226) GanglionGainControl","FiringRate (227) GanglionGainControl","FiringRate (228) GanglionGainControl","FiringRate (229) GanglionGainControl","FiringRate (230) GanglionGainControl","FiringRate (231) GanglionGainControl","FiringRate (232) GanglionGainControl","FiringRate (233) GanglionGainControl","FiringRate (234) GanglionGainControl","FiringRate (235) GanglionGainControl","FiringRate (236) GanglionGainControl","FiringRate (237) GanglionGainControl","FiringRate (238) GanglionGainControl","FiringRate (239) GanglionGainControl","FiringRate (240) GanglionGainControl","FiringRate (241) GanglionGainControl","FiringRate (242) GanglionGainControl","FiringRate (243) GanglionGainControl","FiringRate (244) GanglionGainControl","FiringRate (245) GanglionGainControl","FiringRate (246) GanglionGainControl","FiringRate (247) GanglionGainControl","FiringRate (248) GanglionGainControl","FiringRate (249) GanglionGainControl","FiringRate (250) GanglionGainControl","FiringRate (251) GanglionGainControl","FiringRate (252) GanglionGainControl","FiringRate (253) GanglionGainControl","FiringRate (254) GanglionGainControl","FiringRate (255) GanglionGainControl","FiringRate (256) GanglionGainControl","FiringRate (257) GanglionGainControl","FiringRate (258) GanglionGainControl","FiringRate (259) GanglionGainControl","FiringRate (260) GanglionGainControl","FiringRate (261) GanglionGainControl","FiringRate (262) GanglionGainControl","FiringRate (263) GanglionGainControl","FiringRate (264) GanglionGainControl","FiringRate (265) GanglionGainControl","FiringRate (266) GanglionGainControl","FiringRate (267) GanglionGainControl","FiringRate (268) GanglionGainControl","FiringRate (269) GanglionGainControl","FiringRate (270) GanglionGainControl","FiringRate (271) GanglionGainControl","FiringRate (272) GanglionGainControl","FiringRate (273) GanglionGainControl","FiringRate (274) GanglionGainControl","FiringRate (275) GanglionGainControl","FiringRate (276) GanglionGainControl","FiringRate (277) GanglionGainControl","FiringRate (278) GanglionGainControl","FiringRate (279) GanglionGainControl","FiringRate (280) GanglionGainControl","FiringRate (281) GanglionGainControl","FiringRate (282) GanglionGainControl","FiringRate (283) GanglionGainControl","FiringRate (284) GanglionGainControl","FiringRate (285) GanglionGainControl","FiringRate (286) GanglionGainControl","FiringRate (287) GanglionGainControl","FiringRate (288) GanglionGainControl","FiringRate (289) GanglionGainControl","FiringRate (290) GanglionGainControl","FiringRate (291) GanglionGainControl","FiringRate (292) GanglionGainControl","FiringRate (293) GanglionGainControl","FiringRate (294) GanglionGainControl","FiringRate (295) GanglionGainControl","FiringRate (296) GanglionGainControl","FiringRate (297) GanglionGainControl","FiringRate (298) GanglionGainControl","FiringRate (299) GanglionGainControl"
0.21,72.7078,72.7078,72.7078,72.7078,72.7078,72.7078,72.7078,72.7078,72.7078,72.7078,51.5768,51.5768,51.5768,51.5768,51.5768,51.5768,51.5768,51.5768,51.5768,51.5768,18.4484,18.4484,18.4484,18.4484,18.4484,18.4484,18.4484,18.4484,18.4484,18.4484,0.313446,0.313446,0.313446,0.313446,0.313446,0.313446,0.313446,0.313446,0.313446,0.313446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.211,73.3384,73.3384,73.3384,73.3384,73.3384,73.3384,73.3384,73.3384,73.3384,73.3384,52.4355,52.4355,52.4355,52.4355,52.4355,52.4355,52.4355,52.4355,52.4355,52.4355,19.2507,19.2507,19.2507,19.2507,19.2507,19.2507,19.2507,19.2507,19.2507,19.2507,0.480225,0.480225,0.480225,0.480225,0.480225,0.480225,0.480225,0.480225,0.480225,0.480225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.212,73.9522,73.9522,73.9522,73.9522,73.9522,73.9522,73.9522,73.9522,73.9522,73.9522,53.2864,53.2864,53.2864,53.2864,53.2864,53.2864,53.2864,53.2864,53.2864,53.2864,20.0611,20.0611,20.0611,20.0611,20.0611,20.0611,20.0611,20.0611,20.0611,20.0611,0.679783,0.679783,0.679783,0.679783,0.679783,0.679783,0.679783,0.679783,0.679783,0.679783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.213,74.5492,74.5492,74.5491,74.5491,74.5491,74.5491,74.5491,74.5492,74.5492,74.5492,54.129,54.129,54.129,54.129,54.129,54.129,54.129,54.129,54.129,54.129,20.8791,20.8791,20.8791,20.8791,20.8791,20.8791,20.8791,20.8791,20.8791,20.8791,0.910916,0.910916,0.910916,0.910916,0.910916,0.910916,0.910916,0.910916,0.910916,0.910916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.214,75.1293,75.1293,75.1293,75.1293,75.1293,75.1293,75.1293,75.1293,75.1293,75.1293,54.9631,54.9631,54.9631,54.9631,54.9631,54.9631,54.9631,54.9631,54.9631,54.9631,21.7043,21.7043,21.7043,21.7043,21.7043,21.7043,21.7043,21.7043,21.7043,21.7043,1.17246,1.17246,1.17246,1.17246,1.17246,1.17246,1.17246,1.17246,1.17246,1.17246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.215,75.6926,75.6926,75.6926,75.6926,75.6926,75.6926,75.6926,75.6926,75.6926,75.6926,55.7883,55.7883,55.7883,55.7883,55.7883,55.7883,55.7883,55.7883,55.7883,55.7883,22.5362,22.5362,22.5362,22.5362,22.5362,22.5362,22.5362,22.5362,22.5362,22.5362,1.46332,1.46332,1.46332,1.46332,1.46332,1.46332,1.46332,1.46332,1.46332,1.46332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.216,76.2392,76.2392,76.2392,76.2392,76.2392,76.2392,76.2392,76.2392,76.2392,76.2392,56.6043,56.6043,56.6043,56.6043,56.6043,56.6043,56.6043,56.6043,56.6043,56.6043,23.3744,23.3744,23.3744,23.3744,23.3744,23.3744,23.3744,23.3744,23.3744,23.3744,1.7824,1.7824,1.7824,1.7824,1.7824,1.7824,1.7824,1.7824,1.7824,1.7824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.217,76.7689,76.7689,76.7689,76.7689,76.7689,76.7689,76.7689,76.7689,76.7689,76.7689,57.4109,57.4109,57.4109,57.4109,57.4109,57.4109,57.4109,57.4109,57.4109,57.4109,24.2183,24.2183,24.2183,24.2183,24.2183,24.2183,24.2183,24.2183,24.2183,24.2183,2.12868,2.12868,2.12868,2.12868,2.12868,2.12868,2.12868,2.12868,2.12868,2.12869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.218,77.2818,77.2818,77.2818,77.2818,77.2818,77.2818,77.2818,77.2818,77.2818,77.2818,58.2076,58.2076,58.2076,58.2076,58.2076,58.2076,58.2076,58.2076,58.2076,58.2076,25.0677,25.0677,25.0677,25.0677,25.0677,25.0677,25.0677,25.0677,25.0677,25.0677,2.50118,2.50118,2.50118,2.50118,2.50118,2.50118,2.50118,2.50118,2.50118,2.50118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.219,77.7781,77.7781,77.7781,77.7781,77.7781,77.7781,77.7781,77.7781,77.7781,77.7781,58.9942,58.9942,58.9942,58.9942,58.9942,58.9942,58.9942,58.9942,58.9942,58.9942,25.922,25.922,25.922,25.922,25.922,25.922,25.922,25.922,25.922,25.922,2.89893,2.89893,2.89893,2.89893,2.89893,2.89893,2.89893,2.89893,2.89893,2.89893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.22,78.2577,78.2577,78.2577,78.2577,78.2577,78.2577,78.2577,78.2577,78.2577,78.2577,59.7705,59.7705,59.7705,59.7705,59.7705,59.7705,59.7705,59.7705,59.7705,59.7705,26.7808,26.7808,26.7808,26.7808,26.7808,26.7808,26.7808,26.7808,26.7808,26.7808,3.321,3.321,3.321,3.321,3.321,3.321,3.321,3.321,3.321,3.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.221,78.7207,78.7207,78.7207,78.7207,78.7207,78.7207,78.7207,78.7207,78.7207,78.7207,60.5361,60.5361,60.5361,60.5361,60.5361,60.5361,60.5361,60.5361,60.5361,60.5361,27.6438,27.6438,27.6438,27.6438,27.6438,27.6438,27.6438,27.6438,27.6438,27.6438,3.76652,3.76652,3.76652,3.76652,3.76652,3.76652,3.76652,3.76652,3.76652,3.76652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.222,79.1672,79.1672,79.1672,79.1672,79.1672,79.1672,79.1672,79.1672,79.1672,79.1672,61.2909,61.2909,61.2909,61.2909,61.2909,61.2909,61.2909,61.2909,61.2909,61.2909,28.5104,28.5104,28.5104,28.5104,28.5104,28.5104,28.5104,28.5104,28.5104,28.5104,4.2346,4.2346,4.2346,4.2346,4.2346,4.2346,4.2346,4.2346,4.2346,4.2346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.223,79.5973,79.5973,79.5973,79.5973,79.5973,79.5973,79.5973,79.5973,79.5973,79.5973,62.0345,62.0345,62.0345,62.0345,62.0345,62.0345,62.0345,62.0345,62.0345,62.0345,29.3804,29.3804,29.3804,29.3804,29.3804,29.3804,29.3804,29.3804,29.3804,29.3804,4.72443,4.72443,4.72443,4.72443,4.72443,4.72443,4.72443,4.72443,4.72443,4.72443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.224,80.0111,80.0111,80.0111,80.0111,80.0111,80.0111,80.0111,80.0111,80.0111,80.0111,62.7667,62.7667,62.7667,62.7667,62.7667,62.7667,62.7667,62.7667,62.7667,62.7667,30.2532,30.2532,30.2532,30.2532,30.2532,30.2532,30.2532,30.2532,30.2532,30.2532,5.2352,5.2352,5.2352,5.2352,5.2352,5.2352,5.2352,5.2352,5.2352,5.2352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.225,80.4087,80.4087,80.4087,80.4087,80.4087,80.4087,80.4087,80.4087,80.4087,80.4087,63.4873,63.4873,63.4873,63.4873,63.4873,63.4873,63.4873,63.4873,63.4873,63.4873,31.1285,31.1285,31.1285,31.1285,31.1285,31.1285,31.1285,31.1285,31.1285,31.1285,5.76613,5.76613,5.76613,5.76613,5.76613,5.76613,5.76613,5.76613,5.76613,5.76613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.226,80.7902,80.7902,80.7902,80.7902,80.7902,80.7902,80.7902,80.7902,80.7902,80.7902,64.1962,64.1962,64.1962,64.1962,64.1962,64.1962,64.1962,64.1962,64.1962,64.1962,32.0058,32.0058,32.0058,32.0058,32.0058,32.0058,32.0058,32.0058,32.0058,32.0058,6.31646,6.31646,6.31646,6.31646,6.31646,6.31646,6.31646,6.31646,6.31646,6.31646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.227,81.1557,81.1557,81.1557,81.1557,81.1557,81.1557,81.1557,81.1557,81.1557,81.1557,64.8929,64.8929,64.8929,64.8929,64.8929,64.8929,64.8929,64.8929,64.8929,64.8929,32.8849,32.8849,32.8849,32.8849,32.8849,32.8849,32.8849,32.8849,32.8849,32.8849,6.88546,6.88546,6.88546,6.88546,6.88546,6.88546,6.88546,6.88546,6.88546,6.88546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.228,81.5053,81.5053,81.5053,81.5053,81.5053,81.5053,81.5053,81.5053,81.5053,81.5053,65.5774,65.5774,65.5774,65.5774,65.5774,65.5774,65.5774,65.5774,65.5774,65.5774,33.7652,33.7652,33.7652,33.7652,33.7652,33.7652,33.7652,33.7652,33.7652,33.7652,7.47242,7.47242,7.47242,7.47242,7.47242,7.47242,7.47242,7.47242,7.47242,7.47242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.229,81.8392,81.8392,81.8392,81.8392,81.8392,81.8392,81.8392,81.8392,81.8392,81.8392,66.2495,66.2495,66.2495,66.2495,66.2495,66.2495,66.2495,66.2495,66.2495,66.2495,34.6464,34.6464,34.6464,34.6464,34.6464,34.6464,34.6464,34.6464,34.6464,34.6464,8.07665,8.07665,8.07665,8.07665,8.07665,8.07665,8.07665,8.07665,8.07665,8.07665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.23,82.1576,82.1576,82.1576,82.1576,82.1576,82.1576,82.1576,82.1576,82.1576,82.1576,66.909,66.909,66.909,66.909,66.909,66.909,66.909,66.909,66.909,66.909,35.528,35.528,35.528,35.528,35.528,35.528,35.528,35.528,35.528,35.528,8.69748,8.69748,8.69748,8.69748,8.69748,8.69748,8.69748,8.69748,8.69748,8.69748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.231,82.4605,82.4605,82.4605,82.4605,82.4605,82.4605,82.4605,82.4605,82.4605,82.4605,67.5557,67.5557,67.5557,67.5557,67.5557,67.5557,67.5557,67.5557,67.5557,67.5557,36.4098,36.4098,36.4098,36.4098,36.4098,36.4098,36.4098,36.4098,36.4098,36.4098,9.33427,9.33427,9.33427,9.33427,9.33427,9.33427,9.33427,9.33427,9.33427,9.33427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.232,82.7481,82.7481,82.7481,82.7481,82.7481,82.7481,82.7481,82.7481,82.7481,82.7481,68.1895,68.1895,68.1895,68.1895,68.1895,68.1895,68.1895,68.1895,68.1895,68.1895,37.2913,37.2913,37.2913,37.2913,37.2913,37.2913,37.2913,37.2913,37.2913,37.2913,9.98638,9.98638,9.98638,9.98638,9.98638,9.98638,9.98638,9.98638,9.98638,9.98638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.233,83.0207,83.0207,83.0207,83.0207,83.0207,83.0207,83.0207,83.0207,83.0207,83.0207,68.8102,68.8102,68.8102,68.8102,68.8102,68.8102,68.8102,68.8102,68.8102,68.8102,38.1721,38.1721,38.1721,38.1721,38.1721,38.1721,38.1721,38.1721,38.1721,38.1721,10.6532,10.6532,10.6532,10.6532,10.6532,10.6532,10.6532,10.6532,10.6532,10.6532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.234,83.2782,83.2782,83.2782,83.2782,83.2782,83.2782,83.2782,83.2782,83.2782,83.2782,69.4177,69.4177,69.4177,69.4177,69.4177,69.4177,69.4177,69.4177,69.4177,69.4177,39.0518,39.0518,39.0518,39.0518,39.0518,39.0518,39.0518,39.0518,39.0518,39.0518,11.3341,11.3341,11.3341,11.3341,11.3341,11.3341,11.3341,11.3341,11.3341,11.3341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.235,83.521,83.521,83.521,83.521,83.521,83.521,83.521,83.521,83.521,83.521,70.012,70.012,70.012,70.012,70.012,70.012,70.012,70.012,70.012,70.012,39.9302,39.9302,39.9302,39.9302,39.9302,39.9302,39.9302,39.9302,39.9302,39.9302,12.0286,12.0286,12.0286,12.0286,12.0286,12.0286,12.0286,12.0286,12.0286,12.0286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.236,83.7492,83.7492,83.7492,83.7492,83.7492,83.7492,83.7492,83.7492,83.7492,83.7492,70.5928,70.5928,70.5928,70.5928,70.5928,70.5928,70.5928,70.5928,70.5928,70.5928,40.8067,40.8067,40.8067,40.8067,40.8067,40.8067,40.8067,40.8067,40.8067,40.8067,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,12.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.237,83.9629,83.9629,83.9629,83.9629,83.9629,83.9629,83.9629,83.9629,83.9629,83.9629,71.1601,71.1601,71.1601,71.16,71.16,71.16,71.1601,71.1601,71.1601,71.1601,41.6811,41.6811,41.6811,41.6811,41.6811,41.6811,41.6811,41.6811,41.6811,41.6811,13.4557,13.4557,13.4557,13.4557,13.4557,13.4557,13.4557,13.4557,13.4557,13.4557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.238,84.1623,84.1623,84.1623,84.1623,84.1623,84.1623,84.1623,84.1623,84.1623,84.1623,71.7138,71.7138,71.7138,71.7138,71.7138,71.7138,71.7138,71.7138,71.7138,71.7138,42.553,42.553,42.553,42.553,42.553,42.553,42.553,42.553,42.553,42.553,14.1874,14.1874,14.1874,14.1874,14.1874,14.1874,14.1874,14.1874,14.1874,14.1874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.239,84.3477,84.3477,84.3477,84.3477,84.3477,84.3477,84.3477,84.3477,84.3477,84.3477,72.2538,72.2538,72.2538,72.2538,72.2538,72.2538,72.2538,72.2538,72.2538,72.2538,43.422,43.422,43.422,43.422,43.422,43.422,43.422,43.422,43.422,43.422,14.9304,14.9304,14.9304,14.9304,14.9304,14.9304,14.9304,14.9304,14.9304,14.9304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.24,84.5192,84.5192,84.5192,84.5192,84.5192,84.5192,84.5192,84.5192,84.5192,84.5192,72.7801,72.7801,72.7801,72.7801,72.7801,72.7801,72.7801,72.7801,72.7801,72.7801,44.2878,44.2878,44.2878,44.2878,44.2878,44.2878,44.2878,44.2878,44.2878,44.2878,15.6842,15.6842,15.6842,15.6842,15.6842,15.6842,15.6842,15.6842,15.6842,15.6842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.241,84.677,84.677,84.677,84.677,84.677,84.677,84.677,84.677,84.677,84.677,73.2926,73.2926,73.2926,73.2926,73.2926,73.2926,73.2926,73.2926,73.2926,73.2926,45.1499,45.1499,45.1499,45.1499,45.1499,45.1499,45.1499,45.1499,45.1499,45.1499,16.4482,16.4482,16.4482,16.4482,16.4482,16.4482,16.4482,16.4482,16.4482,16.4482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.242,84.8213,84.8213,84.8213,84.8213,84.8213,84.8213,84.8213,84.8213,84.8213,84.8213,73.7913,73.7913,73.7913,73.7913,73.7913,73.7913,73.7913,73.7913,73.7913,73.7913,46.0081,46.0081,46.0081,46.0081,46.0081,46.0081,46.0081,46.0081,46.0081,46.0081,17.2221,17.2221,17.2221,17.2221,17.2221,17.2221,17.2221,17.2221,17.2221,17.2221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.243,84.9523,84.9523,84.9523,84.9523,84.9523,84.9523,84.9523,84.9523,84.9523,84.9523,74.2762,74.2762,74.2762,74.2762,74.2762,74.2762,74.2762,74.2762,74.2762,74.2762,46.862,46.862,46.862,46.862,46.862,46.862,46.862,46.862,46.862,46.862,18.0053,18.0053,18.0053,18.0053,18.0053,18.0053,18.0053,18.0053,18.0053,18.0053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.244,85.0701,85.0701,85.0701,85.0701,85.0701,85.0701,85.0701,85.0701,85.0701,85.0701,74.7471,74.7471,74.7471,74.7471,74.7471,74.7471,74.7471,74.7471,74.7471,74.7471,47.7112,47.7112,47.7112,47.7112,47.7112,47.7112,47.7112,47.7112,47.7112,47.7112,18.7973,18.7973,18.7973,18.7973,18.7973,18.7973,18.7973,18.7973,18.7973,18.7973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.245,85.175,85.175,85.175,85.175,85.175,85.175,85.175,85.175,85.175,85.175,75.2042,75.2042,75.2042,75.2042,75.2042,75.2042,75.2042,75.2042,75.2042,75.2042,48.5553,48.5553,48.5553,48.5553,48.5553,48.5553,48.5553,48.5553,48.5553,48.5553,19.5977,19.5977,19.5977,19.5977,19.5977,19.5977,19.5977,19.5977,19.5977,19.5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.246,85.2672,85.2672,85.2672,85.2672,85.2672,85.2672,85.2672,85.2672,85.2672,85.2672,75.6473,75.6473,75.6473,75.6473,75.6473,75.6473,75.6473,75.6473,75.6473,75.6473,49.394,49.394,49.394,49.394,49.394,49.394,49.394,49.394,49.394,49.394,20.4059,20.4059,20.4059,20.4059,20.4059,20.4059,20.4059,20.4059,20.4059,20.4059,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0.0141436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.247,85.3469,85.3469,85.3469,85.3469,85.3469,85.3469,85.3469,85.3469,85.3469,85.3469,76.0765,76.0765,76.0765,76.0765,76.0765,76.0765,76.0765,76.0765,76.0765,76.0765,50.2269,50.2269,50.2269,50.2269,50.2269,50.2269,50.2269,50.2269,50.2269,50.2269,21.2216,21.2216,21.2216,21.2216,21.2216,21.2216,21.2216,21.2216,21.2216,21.2216,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0.0666527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
